Age,Income,Gender,Marital_Status,Education_Level,Purchase_History,Product_Interest,Purchase
22,27006,Female,Divorced,PhD,7,3,0
30,138171,Female,Single,High School,12,9,1
34,136682,Female,Married,PhD,17,3,0
67,94218,Male,Married,Bachelor’s,4,7,1
57,85344,Male,Single,Master’s,5,4,1
62,53840,Male,Married,PhD,20,8,0
49,52430,Female,Divorced,Master’s,18,2,1
46,43091,Female,Single,PhD,3,8,1
68,146053,Male,Divorced,Bachelor’s,6,9,1
20,52983,Male,Single,High School,3,8,0
57,43989,Female,Married,Bachelor’s,10,6,1
51,95451,Female,Divorced,High School,11,10,1
57,128088,Male,Married,PhD,13,1,0
44,38990,Male,Married,PhD,12,7,0
30,110270,Male,Single,High School,9,1,1
62,100360,Female,Divorced,Bachelor’s,17,7,1
50,139469,Female,Married,Bachelor’s,15,2,1
23,56081,Female,Single,High School,4,8,0
41,31033,Female,Single,PhD,7,2,1
36,128272,Female,Single,High School,13,3,0
33,36241,Female,Married,PhD,4,3,1
57,144932,Male,Single,High School,7,1,1
45,142451,Male,Divorced,PhD,5,5,0
50,25939,Female,Divorced,High School,15,5,1
65,133000,Male,Married,Master’s,3,10,0
58,67562,Female,Divorced,PhD,11,5,1
30,55063,Male,Single,Bachelor’s,10,9,0
60,140373,Female,Married,High School,2,6,0
62,120000,Male,Single,Bachelor’s,11,6,1
42,96721,Male,Married,High School,4,3,0
70,47045,Female,Married,Bachelor’s,5,5,1
59,136634,Female,Single,Bachelor’s,18,10,0
53,64769,Male,Divorced,High School,17,7,0
44,67118,Male,Divorced,High School,15,3,0
55,104703,Female,Married,Bachelor’s,10,2,1
24,121948,Male,Single,Bachelor’s,4,5,0
22,41625,Female,Single,Bachelor’s,8,3,0
60,124724,Female,Married,PhD,2,5,0
62,148557,Male,Divorced,PhD,7,9,1
68,47076,Female,Single,Master’s,5,10,1
48,142245,Male,Divorced,PhD,3,1,0
40,84805,Male,Divorced,PhD,11,4,0
59,64605,Female,Married,High School,11,10,1
27,104565,Male,Married,Master’s,20,5,0
49,108509,Female,Divorced,Master’s,15,2,0
60,59121,Female,Single,PhD,9,2,0
70,85101,Female,Single,High School,13,1,0
47,51433,Male,Married,High School,12,8,0
56,63309,Female,Divorced,Master’s,8,2,0
48,87468,Male,Single,High School,6,3,1
35,64254,Female,Single,Bachelor’s,11,2,0
53,87293,Female,Married,PhD,4,4,0
19,116258,Female,Divorced,Bachelor’s,17,1,1
31,57853,Male,Single,Master’s,3,3,1
30,58405,Male,Married,Master’s,1,5,1
46,86652,Female,Single,High School,2,10,1
29,63527,Female,Single,High School,11,1,0
56,97227,Male,Single,Master’s,2,4,1
19,20492,Male,Married,Master’s,3,6,0
49,113418,Male,Divorced,Bachelor’s,5,4,1
30,28811,Female,Married,Bachelor’s,11,7,1
63,113344,Male,Divorced,High School,18,7,1
44,44272,Female,Single,Bachelor’s,9,6,0
66,113935,Male,Divorced,High School,0,9,1
58,92010,Female,Single,High School,16,2,1
34,112492,Female,Single,PhD,15,10,1
57,67153,Female,Married,High School,8,8,0
48,128042,Male,Single,Bachelor’s,20,8,0
51,74110,Male,Married,Master’s,8,10,1
41,33979,Male,Divorced,Master’s,8,4,0
62,130059,Female,Divorced,Bachelor’s,11,6,1
52,128101,Female,Single,Master’s,8,6,0
65,48328,Male,Married,High School,14,5,1
23,132911,Female,Single,Master’s,1,1,0
36,32867,Female,Married,Bachelor’s,10,3,1
47,79234,Female,Married,Master’s,10,7,0
24,45851,Male,Married,High School,7,8,0
27,51279,Female,Divorced,High School,5,2,1
58,137431,Male,Married,Bachelor’s,20,3,1
49,116063,Male,Divorced,Bachelor’s,19,4,0
51,93402,Male,Married,Bachelor’s,6,5,1
45,35449,Male,Divorced,PhD,2,3,1
32,96221,Male,Divorced,PhD,7,5,1
47,109080,Female,Divorced,High School,17,8,1
54,25451,Male,Single,PhD,16,8,0
46,107178,Male,Married,PhD,10,2,1
39,61316,Male,Single,Master’s,1,6,0
21,83064,Female,Married,PhD,20,4,0
37,83761,Female,Married,Master’s,18,9,1
49,125490,Female,Single,Bachelor’s,6,10,1
53,58870,Female,Divorced,Master’s,17,2,0
67,116566,Male,Married,Master’s,7,8,1
21,143749,Male,Divorced,Bachelor’s,13,1,1
44,143765,Female,Single,Bachelor’s,6,6,0
34,144881,Female,Divorced,High School,20,10,0
29,50873,Female,Married,High School,3,1,0
39,148389,Female,Married,High School,16,2,1
34,78627,Male,Married,High School,4,3,1
27,86155,Female,Single,Master’s,11,9,0
18,119186,Female,Married,Master’s,8,5,0
39,45372,Female,Single,High School,19,10,1
43,23642,Female,Divorced,PhD,12,10,1
35,149148,Female,Married,High School,17,2,1
67,48001,Female,Married,PhD,19,10,0
31,54064,Female,Married,Bachelor’s,8,5,1
64,114826,Male,Divorced,Master’s,3,5,1
46,34122,Male,Married,Master’s,20,1,0
29,44820,Male,Single,PhD,7,3,1
53,88431,Male,Divorced,High School,0,5,0
52,75745,Male,Divorced,Master’s,16,9,1
69,70081,Male,Divorced,PhD,8,10,0
29,90902,Female,Divorced,Bachelor’s,19,1,0
24,28711,Female,Divorced,Bachelor’s,12,8,0
46,105132,Male,Single,Master’s,1,1,1
28,38793,Female,Divorced,High School,12,9,1
50,28199,Male,Married,PhD,8,6,1
23,96253,Female,Divorced,Master’s,19,1,1
64,56191,Female,Divorced,Bachelor’s,5,8,0
32,30211,Female,Divorced,High School,0,5,1
49,131086,Female,Divorced,PhD,4,7,1
68,83069,Female,Divorced,Master’s,2,7,0
28,108896,Female,Single,PhD,3,7,0
40,76746,Male,Single,High School,0,6,0
43,41542,Male,Divorced,High School,13,8,0
51,51312,Female,Single,Bachelor’s,8,9,1
63,65242,Male,Married,High School,3,2,0
51,121971,Female,Divorced,Master’s,17,7,1
46,113783,Male,Married,PhD,13,2,1
21,145681,Female,Married,High School,3,6,0
34,107893,Male,Divorced,High School,9,2,0
52,75388,Female,Married,Master’s,2,10,0
30,126581,Male,Married,PhD,6,6,0
58,47691,Female,Married,PhD,9,2,0
56,97960,Male,Divorced,Bachelor’s,12,1,1
32,104388,Female,Divorced,Bachelor’s,3,7,0
46,42601,Female,Married,PhD,17,3,1
46,138307,Female,Divorced,Master’s,10,4,0
28,38020,Male,Divorced,Master’s,3,6,1
69,28155,Male,Married,Bachelor’s,13,5,1
49,89119,Male,Divorced,High School,17,4,1
19,101051,Female,Single,Master’s,7,9,0
64,56777,Male,Divorced,High School,9,6,0
31,39710,Female,Single,Master’s,4,6,0
37,128714,Male,Married,PhD,6,2,1
39,44532,Male,Divorced,Bachelor’s,11,6,1
28,148727,Male,Married,High School,2,7,0
44,38601,Male,Married,High School,3,8,0
20,83227,Female,Married,PhD,9,8,1
34,24967,Male,Married,Master’s,3,9,1
61,104289,Male,Married,High School,14,10,0
45,40022,Female,Divorced,Master’s,9,3,0
46,63463,Female,Single,PhD,20,10,0
38,94671,Male,Divorced,Bachelor’s,15,7,1
64,25722,Male,Divorced,High School,14,7,1
33,47413,Female,Divorced,Master’s,18,1,0
54,112772,Female,Divorced,High School,19,8,0
37,101050,Female,Single,Master’s,18,4,0
23,129432,Male,Divorced,Master’s,17,5,0
36,122748,Male,Married,Master’s,11,6,0
22,125922,Male,Divorced,PhD,15,3,1
20,105867,Female,Divorced,Bachelor’s,0,5,0
18,103596,Female,Single,High School,15,10,1
55,86732,Female,Single,Bachelor’s,1,5,1
32,32297,Male,Married,Master’s,14,1,1
51,88323,Female,Divorced,Master’s,6,3,1
52,43816,Male,Divorced,Bachelor’s,0,3,1
66,144341,Female,Divorced,Bachelor’s,4,1,1
42,60695,Male,Married,High School,9,7,1
41,39702,Male,Single,Master’s,20,1,1
29,45242,Female,Married,Bachelor’s,3,7,0
35,75841,Male,Divorced,PhD,13,4,0
32,148498,Female,Single,Master’s,12,9,0
61,87712,Male,Single,Master’s,0,7,0
33,105663,Female,Married,High School,15,5,0
44,127096,Female,Single,PhD,8,7,1
25,112764,Male,Single,High School,15,9,1
63,73574,Female,Divorced,PhD,18,10,1
42,105744,Male,Divorced,High School,14,6,1
34,48482,Female,Single,PhD,13,1,1
46,29171,Female,Single,PhD,19,6,0
70,120755,Female,Married,PhD,9,1,0
25,118932,Female,Married,Bachelor’s,20,4,1
32,128125,Male,Single,Master’s,11,8,0
44,126082,Female,Divorced,PhD,0,5,0
63,23696,Female,Single,Bachelor’s,20,5,0
67,146310,Male,Single,Bachelor’s,16,10,0
69,40058,Male,Divorced,High School,8,8,0
24,40313,Male,Divorced,Master’s,18,8,1
20,39149,Male,Married,Master’s,17,1,0
46,73521,Male,Married,High School,6,5,0
61,65740,Male,Married,Master’s,8,5,1
70,126611,Female,Married,High School,20,8,1
41,24956,Male,Divorced,Bachelor’s,11,1,1
20,95731,Female,Single,Bachelor’s,6,7,1
37,102612,Male,Married,PhD,13,7,1
63,137850,Female,Married,High School,14,9,1
32,86641,Female,Divorced,Bachelor’s,14,2,1
42,83811,Female,Divorced,Bachelor’s,5,3,1
47,72160,Male,Single,High School,20,4,0
31,71313,Male,Single,Bachelor’s,13,1,1
24,83232,Male,Divorced,Master’s,1,7,1
34,35417,Male,Married,Bachelor’s,7,10,0
61,44729,Female,Married,High School,12,3,1
37,132492,Male,Married,Master’s,5,3,1
53,50099,Female,Single,Master’s,4,3,1
26,138387,Female,Married,Bachelor’s,4,8,1
55,118134,Male,Married,PhD,0,9,0
65,49961,Male,Divorced,Master’s,8,10,0
39,32602,Male,Married,High School,5,2,1
70,138474,Female,Divorced,PhD,19,10,0
70,29256,Male,Married,PhD,6,10,0
19,106120,Female,Single,Master’s,8,1,0
41,132516,Male,Married,Bachelor’s,4,9,0
25,54681,Female,Married,PhD,13,6,0
28,111328,Male,Divorced,Bachelor’s,4,9,0
30,107440,Male,Divorced,Master’s,7,6,1
34,84789,Female,Divorced,High School,6,2,1
25,63361,Male,Married,PhD,12,1,0
38,84503,Male,Married,High School,12,8,0
35,54540,Male,Single,Bachelor’s,7,3,0
47,46536,Male,Married,Bachelor’s,10,1,1
35,104700,Male,Single,High School,17,8,1
63,83043,Male,Divorced,Master’s,18,1,1
64,98532,Male,Divorced,Master’s,5,8,1
48,76575,Female,Divorced,PhD,1,1,1
55,147626,Female,Single,PhD,12,9,1
49,22871,Male,Married,Master’s,10,9,0
28,66002,Male,Divorced,Master’s,0,9,1
62,69812,Male,Married,High School,1,3,1
42,42626,Female,Married,Bachelor’s,16,4,1
50,79979,Female,Divorced,Bachelor’s,7,5,0
55,96057,Male,Single,PhD,1,6,1
58,146834,Female,Married,Master’s,5,9,0
25,128946,Male,Divorced,High School,4,4,0
28,86668,Male,Married,PhD,15,6,1
39,119003,Male,Married,High School,7,1,1
68,100070,Male,Married,Master’s,18,2,1
41,109390,Female,Married,Master’s,15,8,0
58,62998,Female,Married,Master’s,12,4,1
34,83814,Male,Single,Bachelor’s,19,10,0
29,124601,Female,Single,Master’s,6,7,0
63,65607,Female,Divorced,PhD,15,4,1
49,27812,Male,Single,Bachelor’s,15,9,1
32,81844,Female,Single,High School,11,9,1
33,90093,Male,Single,PhD,13,4,0
39,22179,Male,Married,PhD,17,8,1
45,63798,Male,Married,High School,17,6,0
37,94601,Male,Divorced,Bachelor’s,15,1,1
50,28275,Female,Divorced,PhD,19,7,0
27,70574,Male,Divorced,PhD,15,1,1
57,67857,Female,Married,PhD,12,3,1
49,145555,Male,Single,Bachelor’s,8,8,0
67,121484,Male,Single,Bachelor’s,8,9,0
50,40700,Female,Married,Bachelor’s,12,3,1
19,146855,Male,Divorced,PhD,3,1,0
50,59464,Female,Divorced,Master’s,8,1,0
50,62351,Female,Divorced,High School,14,7,0
58,113330,Male,Married,Master’s,13,5,0
30,114319,Male,Divorced,Bachelor’s,18,1,1
47,102534,Male,Divorced,PhD,11,6,0
50,33869,Male,Married,PhD,20,6,1
30,80315,Male,Single,Master’s,5,4,1
69,130061,Male,Married,Master’s,2,7,1
43,113688,Female,Married,High School,19,7,0
39,40954,Female,Married,PhD,15,9,1
56,51555,Male,Married,Master’s,19,1,1
19,83353,Female,Single,High School,16,5,1
55,102190,Female,Divorced,Bachelor’s,15,10,1
56,65026,Male,Married,Master’s,5,3,1
43,120772,Male,Single,Bachelor’s,7,7,0
63,66976,Female,Divorced,High School,18,4,1
67,100578,Male,Divorced,Bachelor’s,1,4,0
32,111502,Female,Divorced,PhD,13,1,1
51,133943,Male,Married,PhD,11,1,1
59,129850,Female,Married,Bachelor’s,16,10,0
61,65095,Female,Divorced,PhD,14,2,0
66,34270,Female,Divorced,High School,17,2,1
57,50908,Female,Divorced,PhD,15,1,1
28,35523,Male,Divorced,Bachelor’s,12,8,1
20,82433,Male,Divorced,Bachelor’s,20,6,1
23,67068,Female,Divorced,Bachelor’s,16,6,1
26,39991,Female,Single,Master’s,7,10,0
23,30775,Male,Divorced,Bachelor’s,0,10,1
26,97801,Male,Married,High School,2,9,1
56,104995,Female,Married,PhD,15,5,0
48,81250,Female,Married,PhD,1,4,0
49,36673,Female,Divorced,Master’s,14,6,1
58,142808,Female,Married,Master’s,0,8,0
67,47056,Female,Single,High School,8,1,0
29,26614,Male,Divorced,Bachelor’s,15,7,0
25,121556,Female,Married,Master’s,3,8,1
25,27415,Male,Single,PhD,11,9,1
67,108691,Male,Single,Master’s,0,8,1
45,134966,Male,Married,Master’s,0,7,0
37,63884,Female,Single,Bachelor’s,6,3,1
64,36964,Male,Married,Master’s,17,2,1
24,57726,Male,Single,High School,14,3,0
28,143133,Male,Divorced,PhD,12,4,1
37,57044,Male,Divorced,Bachelor’s,15,4,0
33,77149,Female,Divorced,PhD,6,6,0
21,57544,Female,Divorced,High School,15,7,0
23,69976,Male,Divorced,High School,12,4,0
39,52252,Male,Married,Master’s,13,10,1
43,23832,Female,Divorced,Master’s,16,6,1
20,110811,Female,Divorced,Master’s,11,9,1
58,100437,Female,Divorced,PhD,19,6,0
59,123749,Male,Divorced,High School,12,3,1
31,54148,Female,Single,Bachelor’s,19,1,1
28,81240,Male,Divorced,Master’s,14,10,0
35,128169,Male,Divorced,PhD,20,10,0
29,145607,Female,Married,Master’s,3,5,1
40,108454,Male,Single,High School,1,10,0
29,132230,Female,Married,Bachelor’s,17,10,1
30,148933,Male,Divorced,High School,1,3,0
42,105076,Female,Married,PhD,14,8,0
62,97116,Male,Married,Master’s,18,10,1
68,73459,Male,Divorced,High School,14,1,0
36,58402,Female,Single,PhD,19,2,0
63,77727,Female,Single,Master’s,9,3,0
53,58578,Female,Married,Bachelor’s,19,3,1
62,110453,Female,Divorced,High School,10,8,1
25,42318,Male,Married,Master’s,9,5,1
46,95715,Female,Married,Master’s,4,8,0
70,97787,Female,Married,Master’s,8,6,0
49,131435,Male,Divorced,Master’s,19,2,0
68,105029,Female,Divorced,High School,18,4,0
61,40466,Female,Single,Master’s,12,9,1
35,115742,Male,Divorced,PhD,17,4,1
23,65475,Female,Married,High School,16,5,0
35,80142,Female,Married,Master’s,5,5,1
36,105160,Female,Single,High School,9,10,1
39,46564,Female,Divorced,PhD,1,8,1
54,42412,Female,Married,PhD,5,6,0
49,113526,Female,Single,High School,20,10,1
58,71001,Male,Single,Master’s,12,7,1
20,77649,Female,Married,Master’s,17,6,1
45,80957,Male,Married,PhD,6,5,1
27,55517,Male,Divorced,Master’s,1,5,1
68,33156,Male,Single,PhD,13,3,0
52,43064,Male,Married,Master’s,4,7,1
46,45711,Female,Single,PhD,17,10,1
32,50106,Female,Divorced,Bachelor’s,10,5,0
50,85458,Female,Married,Master’s,9,7,1
24,36589,Male,Divorced,Master’s,10,2,0
29,109272,Female,Single,Master’s,1,9,0
66,106511,Female,Divorced,High School,14,8,0
47,121754,Female,Divorced,Master’s,6,5,0
38,27214,Male,Single,High School,8,2,1
48,116117,Male,Divorced,High School,4,6,1
41,105731,Female,Single,PhD,6,8,0
37,130118,Male,Married,High School,19,7,1
54,146479,Male,Single,High School,1,8,0
21,47127,Female,Single,Bachelor’s,2,4,1
45,25141,Male,Married,Master’s,1,3,1
61,48884,Male,Single,High School,20,7,0
37,110421,Female,Married,Master’s,18,2,1
41,22708,Male,Married,High School,3,5,0
67,38375,Male,Single,PhD,19,7,1
66,35088,Male,Divorced,Bachelor’s,6,1,1
68,77615,Male,Divorced,High School,6,4,1
49,130138,Male,Married,Master’s,16,2,0
58,65046,Male,Divorced,PhD,18,6,0
53,30014,Male,Divorced,Master’s,15,1,0
70,84425,Male,Single,PhD,2,7,1
51,23273,Female,Married,Bachelor’s,14,3,0
53,67135,Female,Married,PhD,13,1,0
19,122842,Female,Single,Master’s,14,8,0
32,50881,Female,Divorced,Master’s,13,7,1
51,117022,Male,Married,High School,6,2,1
53,98077,Female,Divorced,PhD,2,7,1
23,28712,Female,Married,Master’s,16,3,1
56,94704,Male,Married,High School,9,9,0
59,72874,Male,Married,Bachelor’s,14,8,1
68,89087,Male,Married,Master’s,5,5,0
68,32297,Male,Divorced,High School,16,7,1
29,129269,Male,Divorced,Master’s,16,3,0
20,47128,Female,Divorced,PhD,13,1,0
62,88368,Male,Divorced,High School,17,1,1
35,114019,Female,Single,PhD,4,2,0
57,107599,Female,Married,Bachelor’s,7,8,0
38,108499,Male,Married,PhD,6,1,0
32,98958,Female,Married,High School,3,5,0
50,52920,Female,Single,Master’s,17,9,1
52,140442,Male,Divorced,High School,4,9,1
43,31156,Female,Married,PhD,15,2,0
25,31108,Female,Divorced,PhD,13,7,1
53,51845,Female,Divorced,Master’s,18,1,0
65,22800,Male,Single,Bachelor’s,13,3,0
47,148832,Male,Single,High School,8,6,1
40,123614,Male,Divorced,Master’s,5,9,0
59,62712,Female,Married,Master’s,16,10,1
61,22610,Male,Married,Master’s,18,2,0
31,97603,Female,Single,High School,11,7,1
31,53872,Male,Single,High School,3,4,1
19,30728,Female,Single,High School,15,2,0
54,115102,Male,Single,Bachelor’s,10,3,1
22,115319,Male,Single,Master’s,3,6,0
55,142049,Female,Single,PhD,16,10,1
62,40583,Male,Single,PhD,7,9,0
58,105774,Female,Married,Master’s,13,8,1
64,27263,Male,Single,PhD,1,10,1
31,146374,Male,Single,Bachelor’s,10,9,1
56,87450,Female,Married,Bachelor’s,10,4,0
42,109285,Female,Married,High School,5,4,1
37,39456,Female,Divorced,High School,20,9,0
19,111118,Male,Single,High School,20,8,1
56,85942,Female,Single,High School,13,2,1
23,33689,Male,Single,High School,9,8,0
34,52934,Female,Single,PhD,7,1,1
42,53276,Female,Divorced,PhD,6,9,0
45,136349,Female,Married,High School,7,9,0
19,149336,Female,Married,Bachelor’s,7,8,0
52,121968,Female,Single,PhD,1,5,0
54,39873,Female,Single,Bachelor’s,15,5,0
22,33050,Male,Single,Bachelor’s,8,3,1
18,86216,Female,Divorced,Master’s,12,5,0
57,104444,Male,Divorced,Master’s,11,4,1
29,104040,Female,Married,High School,16,1,0
53,41644,Female,Single,Bachelor’s,1,9,0
62,82021,Female,Single,PhD,12,10,1
40,57125,Male,Single,Master’s,0,4,1
64,86899,Male,Single,Master’s,18,3,0
48,62291,Female,Divorced,Bachelor’s,10,6,0
28,55060,Male,Married,Master’s,4,1,1
27,21538,Female,Married,Master’s,0,5,1
20,56176,Female,Divorced,PhD,19,7,0
31,142430,Male,Single,Bachelor’s,12,2,0
33,61520,Male,Married,Master’s,7,10,0
27,45675,Male,Married,Bachelor’s,5,9,1
46,38287,Male,Divorced,Master’s,16,6,0
27,20174,Female,Single,PhD,11,2,1
29,112268,Male,Married,Bachelor’s,0,8,1
47,54998,Male,Single,Master’s,2,8,0
58,122591,Female,Married,PhD,13,1,0
18,73312,Male,Divorced,Master’s,7,1,1
22,32112,Male,Single,Bachelor’s,10,1,0
37,125410,Male,Divorced,Master’s,13,4,0
25,95225,Male,Married,Bachelor’s,7,4,1
60,64814,Female,Divorced,Bachelor’s,2,8,0
29,105091,Female,Divorced,Master’s,6,1,1
18,70719,Male,Divorced,PhD,18,10,1
37,149887,Male,Married,High School,3,3,0
45,53919,Female,Single,PhD,15,1,1
60,93155,Male,Divorced,PhD,12,9,1
54,91569,Male,Single,Master’s,19,10,0
64,61328,Male,Married,PhD,18,9,1
54,90482,Male,Single,PhD,4,7,0
29,44618,Male,Divorced,High School,4,8,1
54,54675,Male,Divorced,PhD,19,1,1
66,121794,Male,Divorced,High School,3,5,1
66,38919,Male,Divorced,Master’s,1,2,1
61,24173,Male,Divorced,High School,12,1,1
45,129369,Female,Divorced,Bachelor’s,15,3,1
64,46400,Female,Married,Bachelor’s,1,7,1
32,70445,Female,Married,High School,18,1,0
23,90305,Male,Married,Bachelor’s,16,2,1
61,57564,Male,Single,Master’s,4,2,0
37,65814,Female,Single,Bachelor’s,17,4,1
67,99747,Male,Married,High School,20,3,1
31,108791,Female,Single,Master’s,17,3,0
19,47962,Male,Single,Bachelor’s,7,10,0
26,104892,Female,Divorced,Master’s,14,5,0
54,105842,Female,Divorced,High School,12,3,1
37,90533,Female,Single,Bachelor’s,12,7,0
43,76184,Male,Single,Master’s,15,5,1
46,102912,Female,Married,Master’s,19,4,1
18,126416,Male,Single,Bachelor’s,12,3,0
52,123591,Male,Divorced,Master’s,19,4,1
23,30578,Male,Single,Master’s,1,2,0
54,38624,Male,Married,High School,2,1,0
70,136164,Male,Divorced,High School,14,3,0
22,59194,Male,Divorced,High School,18,2,0
50,129903,Male,Divorced,High School,12,1,1
66,20389,Female,Divorced,High School,4,1,1
68,119303,Female,Single,High School,5,2,0
31,131116,Female,Married,Bachelor’s,13,9,0
29,133903,Male,Single,High School,3,5,1
59,87391,Male,Single,Master’s,18,9,1
37,126429,Male,Divorced,Bachelor’s,6,8,0
70,33794,Male,Married,Master’s,3,6,1
67,78002,Female,Divorced,High School,1,1,1
41,55531,Male,Single,High School,6,10,1
60,72815,Female,Single,Master’s,2,5,1
51,24986,Male,Divorced,Master’s,14,1,0
42,52298,Female,Single,Master’s,0,7,1
67,21481,Male,Single,PhD,1,10,0
46,76408,Female,Divorced,PhD,9,8,0
56,89267,Male,Single,PhD,15,8,0
48,141950,Female,Married,PhD,14,7,1
64,36835,Male,Divorced,Bachelor’s,14,2,1
60,145355,Female,Married,High School,13,5,0
67,47798,Female,Single,Master’s,13,4,1
40,111649,Male,Single,High School,5,5,0
61,84887,Female,Divorced,Master’s,13,10,0
55,39477,Male,Single,High School,16,9,1
37,37266,Male,Divorced,Bachelor’s,17,4,1
40,106328,Male,Divorced,PhD,19,8,1
62,105988,Female,Divorced,High School,18,8,0
69,147815,Female,Divorced,Master’s,16,2,0
33,63526,Male,Divorced,High School,15,6,1
67,137965,Male,Married,Bachelor’s,7,5,0
59,134615,Female,Divorced,Bachelor’s,6,2,0
25,126870,Female,Married,High School,19,10,0
67,147426,Female,Single,PhD,11,4,1
38,31889,Male,Divorced,Master’s,8,7,1
18,44335,Male,Single,Bachelor’s,13,1,1
25,31254,Male,Divorced,Bachelor’s,19,9,0
46,106610,Male,Married,High School,0,10,1
49,31442,Male,Married,Bachelor’s,9,1,0
55,66289,Female,Married,Bachelor’s,16,5,0
22,73747,Male,Single,Master’s,16,7,0
64,57327,Female,Divorced,PhD,16,8,1
39,36199,Female,Single,Master’s,3,2,0
64,92827,Male,Married,PhD,16,4,1
51,126464,Female,Single,Master’s,17,2,0
18,20112,Male,Married,High School,19,4,1
43,107051,Female,Married,Bachelor’s,1,6,1
60,39581,Male,Married,PhD,7,6,1
27,134228,Male,Divorced,High School,12,2,1
47,79722,Female,Divorced,Bachelor’s,19,4,1
67,112036,Male,Married,Bachelor’s,14,4,1
35,117562,Female,Single,Bachelor’s,19,1,1
34,36523,Male,Single,Master’s,8,2,1
43,86960,Male,Divorced,High School,2,3,0
25,137637,Male,Married,High School,2,5,0
64,39552,Female,Single,Bachelor’s,1,8,0
57,143396,Female,Married,PhD,0,6,0
66,30808,Male,Single,High School,13,3,0
29,124347,Female,Divorced,Master’s,16,6,1
44,92525,Male,Married,PhD,12,7,1
25,43620,Female,Married,PhD,18,6,1
42,124565,Female,Single,PhD,14,10,1
63,20887,Male,Single,PhD,13,6,1
21,51802,Male,Single,High School,1,1,0
50,105024,Male,Married,Bachelor’s,6,3,0
18,115549,Male,Divorced,PhD,16,7,1
36,134737,Male,Divorced,Master’s,17,4,0
48,138639,Female,Single,Master’s,5,4,0
33,138248,Female,Divorced,Bachelor’s,20,7,1
31,101938,Male,Single,High School,7,9,1
70,106741,Male,Divorced,Bachelor’s,1,2,0
65,141028,Male,Married,PhD,0,9,0
22,142746,Female,Single,High School,15,3,1
58,46049,Male,Divorced,High School,6,6,0
43,97789,Male,Married,PhD,10,4,1
45,104526,Female,Divorced,Master’s,14,1,0
19,27846,Female,Married,PhD,12,9,0
67,110563,Female,Married,Bachelor’s,1,6,1
23,124736,Female,Divorced,PhD,13,8,0
26,66220,Male,Divorced,Master’s,5,2,1
50,66163,Female,Married,PhD,8,7,0
58,23765,Female,Married,Bachelor’s,6,6,0
42,137126,Male,Married,Bachelor’s,17,2,1
65,101486,Male,Single,Master’s,8,2,0
30,65270,Male,Married,Bachelor’s,3,4,1
26,95277,Female,Single,Bachelor’s,8,4,1
70,108278,Male,Married,PhD,3,3,0
30,146354,Female,Single,High School,11,8,1
48,110239,Female,Married,Bachelor’s,3,7,1
58,124245,Female,Married,Bachelor’s,19,2,1
28,142332,Male,Married,Master’s,13,3,0
21,123159,Female,Divorced,Master’s,6,10,1
51,42931,Male,Divorced,PhD,12,9,1
55,109116,Male,Married,PhD,7,5,0
63,140599,Male,Single,Bachelor’s,4,2,1
21,75633,Female,Single,High School,11,3,1
55,100702,Female,Married,High School,12,8,1
36,71913,Female,Divorced,PhD,19,4,0
23,139144,Male,Single,Master’s,13,2,0
51,114776,Female,Divorced,Bachelor’s,17,2,0
35,45991,Female,Single,Bachelor’s,19,6,0
30,141049,Female,Married,High School,3,8,0
58,74845,Female,Divorced,PhD,20,7,0
40,124092,Female,Single,High School,17,4,1
36,118505,Male,Married,High School,6,2,0
62,75312,Male,Married,PhD,14,9,0
28,30561,Male,Married,Master’s,20,4,0
18,36901,Male,Divorced,Bachelor’s,5,9,0
41,126041,Female,Divorced,Master’s,15,5,1
24,115556,Male,Married,PhD,19,7,1
42,82875,Female,Divorced,PhD,7,5,0
38,45917,Male,Single,Bachelor’s,20,2,1
32,82120,Male,Married,Master’s,15,6,0
18,21988,Male,Married,Bachelor’s,15,7,1
29,133745,Female,Divorced,High School,2,6,0
24,130041,Female,Married,High School,16,3,0
32,148467,Male,Single,High School,8,10,0
38,147400,Female,Divorced,Master’s,2,8,0
36,34256,Male,Divorced,High School,19,3,1
46,138490,Male,Married,Bachelor’s,6,5,0
42,107728,Male,Married,Master’s,17,9,1
50,146155,Female,Married,Bachelor’s,11,5,1
66,48230,Male,Divorced,PhD,18,7,1
49,125466,Male,Married,Master’s,15,7,0
66,79778,Male,Single,Bachelor’s,16,5,1
52,65833,Female,Married,Bachelor’s,19,2,1
61,42625,Male,Married,Master’s,14,5,1
55,52088,Female,Divorced,PhD,0,7,0
43,99650,Male,Married,Master’s,1,7,1
28,61167,Female,Divorced,High School,7,4,0
52,123937,Male,Married,High School,1,1,1
25,91291,Male,Single,PhD,18,6,1
63,85303,Female,Single,Bachelor’s,8,3,0
31,96361,Female,Divorced,Bachelor’s,8,5,0
27,108229,Male,Divorced,Bachelor’s,12,4,1
19,24117,Female,Married,Master’s,5,2,0
63,110265,Male,Married,Master’s,14,7,1
26,148938,Male,Single,PhD,18,5,1
20,117718,Male,Married,High School,20,7,0
38,80710,Female,Single,Bachelor’s,14,9,0
43,114426,Male,Divorced,High School,17,4,0
25,114876,Female,Married,Master’s,6,5,1
65,87054,Male,Divorced,Master’s,10,9,1
19,50949,Female,Married,Master’s,7,10,1
23,42547,Female,Single,High School,5,4,0
